time,input,output
0,0,0
0.0001,0.4702282,0.031719243231
0.0002,0.76084521,0.15101579245
0.0003,0.76084521,0.345202320613
0.0004,0.4702282,0.517908813725
0.0005,0,0.564223441985
0.0006,-0.4702282,0.431106505182
0.0007,-0.76084521,0.145076628563
0.0008,-0.76084521,-0.197826463968
0.0009,-0.4702282,-0.471686480653
0.001,-0,-0.572228210252
0.0011,0.4702282,-0.459336151201
0.0012,0.76084521,-0.174038249282
0.0013,0.76084521,0.176376938485
0.0014,0.4702282,0.459125292791
0.0015,0,0.566725268061
0.0016,-0.4702282,0.458231588375
0.0017,-0.76084521,0.175047341981
0.0018,-0.76084521,-0.174767606691
0.0019,-0.4702282,-0.457702405549
0.002,-0,-0.565763259095
0.0021,0.4702282,-0.457719391146
0.0022,0.76084521,-0.17485902277
0.0023,0.76084521,0.174771419516
0.0024,0.4702282,0.457629026307
0.0025,0,0.5656778141
0.0026,-0.4702282,0.457652019724
0.0027,-0.76084521,0.174817289782
0.0028,-0.76084521,-0.174791308942
0.0029,-0.4702282,-0.457634532374
0.003,-0,-0.565675897175
0.0031,0.4702282,-0.457647555838
0.0032,0.76084521,-0.174812978942
0.0033,0.76084521,0.17479439348
0.0034,0.4702282,0.45763627845
0.0035,0,0.565676619625
0.0036,-0.4702282,0.457647660812
0.0037,-0.76084521,0.174812800703
0.0038,-0.76084521,-0.174794640538
0.0039,-0.4702282,-0.457636487255
0.004,-0,-0.565676756301
0.0041,0.4702282,-0.457647730837
0.0042,0.76084521,-0.17481282432
0.0043,0.76084521,0.174794642449
0.0044,0.4702282,0.457636499189
0.0045,0,0.565676769152
0.0046,-0.4702282,0.4576477406
0.0047,-0.76084521,0.174812830174
0.0048,-0.76084521,-0.174794639789
0.0049,-0.4702282,-0.457636498565
0.005,-0,-0.565676769537
0.0051,0.4702282,-0.457647741297
0.0052,0.76084521,-0.174812830812
0.0053,0.76084521,0.174794639347
0.0054,0.4702282,0.457636498323
0.0055,0,0.565676769443
0.0056,-0.4702282,0.45764774129
0.0057,-0.76084521,0.174812830842
0.0058,-0.76084521,-0.17479463931
0.0059,-0.4702282,-0.457636498293
0.006,-0,-0.565676769424
0.0061,0.4702282,-0.45764774128
0.0062,0.76084521,-0.174812830839
0.0063,0.76084521,0.174794639309
0.0064,0.4702282,0.457636498291
0.0065,0,0.565676769422
0.0066,-0.4702282,0.457647741279
0.0067,-0.76084521,0.174812830838
0.0068,-0.76084521,-0.174794639309
0.0069,-0.4702282,-0.457636498291
0.007,-0,-0.565676769422
0.0071,0.4702282,-0.457647741279
0.0072,0.76084521,-0.174812830838
0.0073,0.76084521,0.174794639309
0.0074,0.4702282,0.457636498291
0.0075,0,0.565676769422
0.0076,-0.4702282,0.457647741279
0.0077,-0.76084521,0.174812830838
0.0078,-0.76084521,-0.174794639309
0.0079,-0.4702282,-0.457636498291
0.008,-0,-0.565676769422
0.0081,0.4702282,-0.457647741279
0.0082,0.76084521,-0.174812830838
0.0083,0.76084521,0.174794639309
0.0084,0.4702282,0.457636498291
0.0085,0,0.565676769422
0.0086,-0.4702282,0.457647741279
0.0087,-0.76084521,0.174812830838
0.0088,-0.76084521,-0.174794639309
0.0089,-0.4702282,-0.457636498291
0.009,-0,-0.565676769422
0.0091,0.4702282,-0.457647741279
0.0092,0.76084521,-0.174812830838
0.0093,0.76084521,0.174794639309
0.0094,0.4702282,0.457636498291
0.0095,0,0.565676769422
0.0096,-0.4702282,0.457647741279
0.0097,-0.76084521,0.174812830838
