frequency_hz,gain,gain_db
100.0,0.9999778306620944,-0.0001925625568966897
500.0,0.9729465044644205,-0.2382207579341351
1000.0,0.7072804998460184,-3.0081663103152745
2000.0,0.19608364565598868,-14.151172542508373
4000.0,0.011139085330776987,-39.06300938271633
