samples,elapsed_ns,ns_per_sample,time,input,output
200000,2931408,14.657,19.999900,-0.050232,-0.158875
200000,2925120,14.626,19.999900,-0.050232,-0.158875
200000,2925136,14.626,19.999900,-0.050232,-0.158875
200000,2925120,14.626,19.999900,-0.050232,-0.158875
200000,2939408,14.697,19.999900,-0.050232,-0.158875
200000,2931328,14.657,19.999900,-0.050232,-0.158875
200000,2932080,14.660,19.999900,-0.050232,-0.158875
200000,2931328,14.657,19.999900,-0.050232,-0.158875
200000,2925136,14.626,19.999900,-0.050232,-0.158875
200000,2931376,14.657,19.999900,-0.050232,-0.158875
median,2931328.0,14.657,,,
